7	0.0	130.4158787727356
15	1.676	85.31904125213623
23	3.032	71.65136194229126
31	4.378	51.4666862487793
39	5.736	61.304582357406616
47	7.095	55.167779207229614
55	8.463	34.37361013889313
63	9.837	47.33028745651245
71	11.192	42.5644314289093
79	12.547	37.943050503730774
87	19.87	43.451481103897095
95	21.218	45.697765946388245
103	22.636	51.0088005065918
111	24.039	35.52004313468933
119	25.403	44.61284804344177
127	26.833	41.656259059906006
135	28.241	53.19403314590454
143	29.624	39.808000326156616
151	30.992	39.076608419418335
159	32.365	47.15672707557678
167	39.624	51.44742965698242
175	40.993	48.55078339576721
183	42.365	43.053786277770996
191	43.737	39.75937592983246
199	45.103	43.281728982925415
207	46.474	47.72125482559204
215	47.837	26.679638266563416
223	49.217	38.16202116012573
231	50.587	28.926475167274475
239	51.962	35.57144641876221
247	60.903	17.12052756547928
255	62.267	23.197855830192566
263	63.645	34.04905605316162
271	65.037	31.094894766807556
279	66.404	41.343804359436035
287	67.901	35.375251054763794
295	69.301	35.03078246116638
303	70.728	35.31865847110748
311	72.135	32.876105308532715
319	73.514	21.797535002231598
327	80.813	26.121129274368286
335	82.191	30.92893487215042
343	83.578	35.108211517333984
351	84.945	21.73874580860138
359	86.342	30.538618624210358
367	87.719	29.493260145187378
375	89.122	28.656575918197632
383	90.508	27.605322241783142
391	91.875	27.45449125766754
399	93.256	24.934407472610474
407	100.606	34.121662855148315
415	101.989	25.352134585380554
423	103.384	27.286430597305298
431	104.808	27.099339365959167
439	106.187	31.50426745414734
447	107.576	33.21694326400757
455	108.954	29.816659331321716
463	110.345	30.939653277397156
471	111.736	27.207778692245483
479	113.13	13.308889329433441
487	122.22	26.475590705871582
495	123.588	19.92514705657959
503	125.093	24.440812706947327
511	126.474	27.36611318588257
519	127.881	33.51694059371948
527	129.26	35.553879737854004
535	130.652	33.82917654514313
543	132.029	29.02466571331024
551	133.411	20.71068501472473
559	134.81	24.35249698162079
567	142.181	23.543947219848633
575	143.567	24.041756629943848
583	144.952	22.496365249156952
591	146.334	32.19668674468994
599	147.738	23.762872755527496
607	149.124	27.59112524986267
615	150.51	29.76577115058899
623	151.951	22.68084329366684
631	153.326	25.36473697423935
639	154.7	26.76763391494751
647	162.071	25.298839807510376
655	163.474	27.793222665786743
663	164.857	27.141134917736053
671	166.255	23.785108745098114
679	167.643	19.53109622001648
687	169.029	20.11633974313736
695	170.465	30.34653604030609
703	171.853	22.214168548583984
711	173.249	27.93316948413849
719	174.761	25.497888207435608
727	183.75	23.307824671268463
735	185.148	28.686312317848206
743	186.533	18.29590517282486
751	187.911	24.27651572227478
759	189.307	26.445144772529602
767	190.713	29.06187915802002
775	192.103	21.90787959098816
783	193.486	18.887769103050232
791	194.869	22.29868507385254
799	196.25	17.848866879940033
807	203.614	22.65447735786438
815	204.994	21.63267946243286
823	206.385	15.362974405288696
831	207.781	20.41264533996582
839	209.165	24.702123761177063
847	210.538	21.359717667102814
855	211.921	25.162017583847046
863	213.341	19.95556664466858
871	214.733	23.15760040283203
879	216.122	22.29000961780548
887	223.468	23.8673038482666
895	224.887	22.933591604232788
903	226.261	25.352782726287842
911	227.64	27.02785575389862
919	229.009	15.412477970123291
927	230.424	20.65949034690857
935	231.936	23.199733197689056
943	233.319	19.485437870025635
951	234.738	19.692423343658447
959	236.134	19.086491584777832
967	245.125	19.043298184871674
975	246.501	23.94833117723465
983	247.96	19.348490834236145
